num,svn_id,real_name,project_name,role_on_project,organization
689,chamikara,Chamikara Jayalath,Apache Sandesha,Committer,WSO2
1674,chamikara,Chamikara Jayalath,Apache Sandesha,Committer,WSO2
146,chamil,Chamil Thanthrimudalige,Apache Axis,Committer,WSO2
1133,chamil,Chamil Thanthrimudalige,Apache Axis2,Committer,WSO2
2176,chaoshi,Chao Shi,Crunch,NA,Independent
2410,sunchao,Chao Sun,Hive,NA,Cloudera
2572,brookwc,Chao Wang,Oozie,NA,Microsoft
2641,ch2641,Chaoyu Tang,Sentry,NA,Cloudera
2451,ctang,Chaoyu Tang,Hive,NA,Cloudera
789,charith,Charith Wickramarachchi,Apache Synapse,Committer,WSO2
1784,charith,Charith Wickramarachchi,Apache Synapse,Committer,WSO2
2747,charith,Charith Wickramarachchi,Synapse,NA,WSO2
132,charitha,Charitha Kamkanamge,Apache Axis,Committer,WSO2
1119,charitha,Charitha Kamkanamge,Apache Axis2,Committer,WSO2
699,cmouillard,Charles Mouillard,Apache ServiceMix,Committer,FuseSource
2663,cmouillard,Charles Mouillard,ServiceMix,NA,FuseSource
1684,cmouillard,Charles Mouillard,Apache ServiceMix,Committer,FuseSource 
35,ch0035,Charles Moulliard,ActiveMQ,Contributor,Xpectis
1932,ch1932,Charles Moulliard,ActiveMQ,NA,Xpectis
10,cmoulliard,Charles Moulliard,ActiveMQ,Committer,Xpectis
915,cmoulliard,Charles Moulliard,Apache ActiveMQ,Committer,Xpectis
1212,cmoulliard,Charles Moulliard,Apache Camel,Committer,Red Hat
1907,cmoulliard,Charles Moulliard,ActiveMQ,NA,Red Hat
2128,cmoulliard,Charles Moulliard,Camel,NA,Red Hat
2501,cmoulliard,Charles Moulliard,Karaf,NA,JBoss
197,cmoulliard,Charles Moulliard,Apache Camel,Committer,FuseSource 
576,cmoulliard,Charles Moulliard,Apache Karaf,Committer,FuseSource
589,cmoulliard,Charles Moulliard,Apache Karaf,PMC,FuseSource
1594,cmoulliard,Charles Moulliard,Apache Karaf,NA,FuseSource
742,ch0742,Charles Souillard,Apache ServiceMix,Contributor,Bull R&D
2693,ch2693,Charles Souillard,ServiceMix,NA,Bull R&D
1729,ch1729,Charles Souillard,Apache ServiceMix,Contributor,Bull R&D
780,chathura_ce,Chathura Ekanayake,Apache Synapse,Committer,WSO2
1775,chathura_ce,Chathura Ekanayake,Apache Synapse,Committer,WSO2
2738,chathura_ce,Chathura Ekanayake,Synapse,NA,WSO2
836,ch0836,Chathura Herath,Apache Woden,Committer,Indiana University
98,chathura,Chathura Herath,Apache Axiom,Committer,LSF/MIT
123,chathura,Chathura Herath,Apache Axis,Committer,Indiana University, USA
1084,chathura,Chathura Herath,Apache Axiom,Committer,LSF/MIT
1110,chathura,Chathura Herath,Apache Axis2,Committer,Indiana University, USA
1865,ch1865,Chathura Herath,Apache Woden,Committer,Indiana University 
1948,chathuri,Chathuri Wimalasena,Airavata,NA,Indiana University
100,chatra,Chatra Nakkawita,Apache Axiom,Committer,WSO2
130,chatra,Chatra Nakkawita,Apache Axis,Committer,WSO2
1086,chatra,Chatra Nakkawita,Apache Axiom,Committer,WSO2
1117,chatra,Chatra Nakkawita,Apache Axis2,Committer,WSO2
2020,ch2020,Chelsea Chang,Ambari,NA,Microsoft
2431,chengxiang,Chengxiang Li,Hive,NA,Intel
655,cheolsoo,Cheolsoo Park,Apache Pig,Committer,Cloudera
546,chetanm,Chetan Mehrotra,Apache Jackrabbit,Committer,Adobe
2465,chetanm,Chetan Mehrotra,Jackrabbit,NA,Adobe
1561,chetanm,Chetan Mehrotra,Apache Jackrabbit,Committer,Adobe
2448,chinnaraol,Chinna Rao Lalam,Hive,NA,Intel
112,ch0112,Chinthaka Thilakarathne,Apache Axiom,Contributor,Lanka Software Foundation / Un
157,ch0157,Chinthaka Thilakarathne,Apache Axis,Contributor,Lanka Software Foundation / Un
1099,ch1099,Chinthaka Thilakarathne,Apache Axiom,Contributor,Lanka Software Foundation / Un
1144,ch1144,Chinthaka Thilakarathne,Apache Axis2,Contributor,Lanka Software Foundation / Un
419,mattmann,Chris A. Mattmann,Apache Gora,Committer,NASA JPL
1376,mattmann,Chris A. Mattmann,Apache Gora,Committer,NASA JPL
1390,mattmann,Chris A. Mattmann,Apache Gora,PMC,NASA JPL
1394,mattmann,Chris A. Mattmann,Apache Gora,Champion,NASA JPL
1949,mattmann,Chris A. Mattmann,Airavata,NA,NASA JPL
2294,mattmann,Chris A. Mattmann,Gora,NA,NASA JPL
2557,mattmann,Chris A. Mattmann,Nutch,NA,NASA JPL
2766,mattmann,Chris A. Mattmann,Tajo,NA,NASA JPL
700,ccustine,Chris Custine,Apache ServiceMix,Committer,FuseSource
727,ccustine,Chris Custine,Apache ServiceMix,PMC,FuseSource
2664,ccustine,Chris Custine,ServiceMix,NA,FuseSource
571,ccustine,Chris Custine,Apache Karaf,Committer,FuseSource
584,ccustine,Chris Custine,Apache Karaf,PMC,FuseSource
1588,ccustine,Chris Custine,Apache Karaf,NA,FuseSource
1685,ccustine,Chris Custine,Apache ServiceMix,Committer,FuseSource 
1713,ccustine,Chris Custine,Apache ServiceMix,PMC,FuseSource 
444,cdouglas,Chris Douglas,Apache Hadoop,PMC,Microsoft
482,cdouglas,Chris Douglas,Apache Hadoop,Committer,Microsoft
2309,cdouglas,Chris Douglas,Hadoop,NA,Microsoft
2522,cdouglas,Chris Douglas,Knox,NA,Microsoft
2573,cdouglas,Chris Douglas,Oozie,NA,Microsoft
2631,cdouglas,Chris Douglas,REEF,NA,Microsoft
1424,cdouglas,Chris Douglas,Apache Hadoop,PMC,Microsoft 
1470,cdouglas,Chris Douglas,Apache Hadoop,Committer,Microsoft 
34,ch0034,Chris Kingsbury,ActiveMQ,Contributor,TradingScreen
1193,ch1193,Chris Kingsbury,Apache Camel,Contributor,TradingScreen
1931,ch1931,Chris Kingsbury,ActiveMQ,NA,TradingScreen
2156,ch2156,Chris Kingsbury,Camel,NA,TradingScreen
222,ch0222,Chris Kingsbury,Apache Camel,Contributor,TradingScreen 
2535,ch2535,Chris Mattmann,Mesos,NA,NASA JPL
2311,cnauroth,Chris Nauroth,Hadoop,NA,Hortonworks
2784,cnauroth,Chris Nauroth,Zookeeper,NA,Hortonworks
1472,cnauroth,Chris Nauroth,Apache Hadoop,Committer,Hortonworks 
53,ch0053,Chris Wilkinson,Apache Aries,Contributor,IBM
1032,ch1032,Chris Wilkinson,Apache Aries,Contributor,IBM
2055,ch2055,Chris Wilkinson,Aries,NA,IBM
1213,cmueller,Christian Mueller,Apache Camel,Committer,Atos Worldline
2129,cmueller,Christian Mueller,Camel,NA,Atos Worldline
198,cmueller,Christian Mueller,Apache Camel,Committer,Atos Worldline 
1908,ceposta,Christian Posta,ActiveMQ,NA,Red Hat
2130,ceposta,Christian Posta,Camel,NA,Red Hat
2157,ch2157,Christian Posta,Camel,NA,Red Hat
743,ch0743,Christian Schneider,Apache ServiceMix,Contributor,EnBW Energie Baden-WÌ_rttemberg
2056,ch2056,Christian Schneider,Aries,NA,Talend
2694,ch2694,Christian Schneider,ServiceMix,NA,EnBW Energie Baden-WÌ_rttemberg
1214,cschneider,Christian Schneider,Apache Camel,Committer,Talend
2131,cschneider,Christian Schneider,Camel,NA,Talend
2505,cschneider,Christian Schneider,Karaf,NA,Talend
2758,cschneider,Christian Schneider,Syncope,NA,Talend
1730,ch1730,Christian Schneider,Apache ServiceMix,Contributor,EnBW Energie Baden-WÌ_rttemberg
199,cschneider,Christian Schneider,Apache Camel,Committer,Talend 
580,cschneider,Christian Schneider,Apache Karaf,Committer,Talend
1599,cschneider,Christian Schneider,Apache Karaf,NA,Talend
1798,cschneider,Christian Schneider,Apache Syncope,committer,Talend 
993,ch0993,Christoph Wilhelms,Apache ANT,PMC,TUI
368,ch0368,Christopher J. Blythe,Apache Geronimo,Committer,IBM
2238,ch2238,Christopher J. Blythe,Geronimo,NA,IBM
1326,ch1326,Christopher J. Blythe,Apache Geronimo,Committer,IBM 
369,ch0369,Christopher M. Cardona,Apache Geronimo,Committer,IBM
2239,ch2239,Christopher M. Cardona,Geronimo,NA,IBM
1327,ch1327,Christopher M. Cardona,Apache Geronimo,Committer,IBM 
2029,ch2029,Chuan Liu,Ambari,NA,Microsoft
916,davsclaus,Claus Ibsen,Apache ActiveMQ,Committer,Fuse Source
1215,davsclaus,Claus Ibsen,Apache Camel,Committer,Red Hat
1909,davsclaus,Claus Ibsen,ActiveMQ,NA,Red Hat
2132,davsclaus,Claus Ibsen,Camel,NA,Red Hat
11,davsclaus,Claus Ibsen,ActiveMQ,Committer,Fuse Source
200,davsclaus,Claus Ibsen,Apache Camel,Committer,FuseSource 
547,ckoell,Claus Kraus,Apache Jackrabbit,Committer,DVT-Daten-Verarbeitung-Tirol G
2466,ckoell,Claus Kraus,Jackrabbit,NA,DVT-Daten-Verarbeitung-Tirol G
1562,ckoell,Claus Kraus,Apache Jackrabbit,Committer,DVT-Daten-Verarbeitung-Tirol G
756,cl0756,Clemens Wyss,Apache Sling,Committer,MySign AG
1745,clemens,Clemens Wyss,Apache Sling,Java Developer,MySign AG 
2642,co2642,Colin Ma,Sentry,NA,Intel
2716,colin,Colin Ma,Sqoop,NA,Intel
12,cmacnaug,Colin MacNaughton,ActiveMQ,Committer,Fuse Source
917,cmacnaug,Colin MacNaughton,Apache ActiveMQ,Committer,Fuse Source
2310,cmccabe,Colin Patrick McCabe,Hadoop,NA,Cloudera
1471,cmccabe,Colin Patrick McCabe,Apache Hadoop,Committer,Cloudera 
904,coheigea,Colm O hEigeartaigh,Apache Syncope,Committer,Talend
905,coheigea,Colm O hEigeartaigh,Apache Syncope,PMC,Talend
2133,coheigea,Colm O hEigeartaigh,Camel,NA,Talend
2754,coheigea,Colm O hEigeartaigh,Syncope,NA,Talend
1794,coheigea,Colm O hEigeartaigh,Apache Syncope,PMC member,Talend 
991,co0991,Conor MacNeill,Apache ANT,PMC Chair,Cortex eBusiness
654,chandec,Corinne Chandel,Apache Pig,Documentation,Yahoo!
314,costin,Costin Manolache,Apache Commons Logging,Committer,Apache Software Foundation
636,cr0636,Craig L Russell,Apache OpenJPA,Committer,Oracle Corporation
2581,cr2581,Craig L Russell,OpenJPA,NA,Oracle
1635,cr1635,Craig L Russell,Apache OpenJPA,Committer,Oracle Corporation 
275,craigmcc,Craig McClanahan,Apache Commons EL,Committer,Apache Software Foundation
311,craigmcc,Craig McClanahan,Apache Commons Logging,Committer,Apache Software Foundation
318,craigmcc,Craig McClanahan,Apache Commons Modeler,Committer,Apache
1301,craigmcc,Craig McClanahan,Apache Commons JXPath,Committer,Sun Microsystems
2184,u2184,Craig Russell,Db,NA,Oracle
2185,Dag Wanvik,dag,Db,NA,Oracle
919,daggerrz,Dag Liodden,Apache ActiveMQ,Committer,Giant Leap Technologies
1911,daggerrz,Dag Liodden,ActiveMQ,NA,Giant Leap Technologies
14,daggerrz,Dag Liodden,ActiveMQ,Committer,Giant Leap Technologies
338,da0338,Dain Sundstrom,Apache Geronimo,PMC,SpringSource
382,da0382,Dain Sundstrom,Apache Geronimo,Committer,SpringSource
701,dain,Dain Sundstrom,Apache ServiceMix,Committer,IBM
920,dain,Dain Sundstrom,Apache ActiveMQ,Committer,IBM
2665,dain,Dain Sundstrom,ServiceMix,NA,IBM
1276,da1276,Dain Sundstrom,Apache Commons DBCP,Contributor,dain@apache.org
15,dain,Dain Sundstrom,ActiveMQ,Committer,IBM
1686,dain,Dain Sundstrom,Apache ServiceMix,Committer,IBM 
702,dandiep,Dan Diephouse,Apache ServiceMix,Committer,EnvoiSolutions
2666,dandiep,Dan Diephouse,ServiceMix,NA,EnvoiSolutions
1687,dandiep,Dan Diephouse,Apache ServiceMix,Committer,EnvoiSolutions 
1747,dklco,Dan Klco,Apache Sling,Java Developer,Six Dimensions 
54,da0054,Dan Kulp,Apache Aries,PMC,Talend
1033,da1033,Dan Kulp,Apache Aries,PMC,Talend
2057,da2057,Dan Kulp,Aries,NA,Talend
370,da0370,Dan Lu 'Viola',Apache Geronimo,Committer,IBM
1328,da0370,Dan Lu 'Viola',Apache Geronimo,Committer,IBM 
2240,da2240,"Dan Lu ""Viola""",Geronimo,NA,IBM
656,daijy,Daniel Dai,Apache Pig,PMC member,HortonWorks
669,daijy,Daniel Dai,Apache Pig,Committer,HortonWorks
882,daijy,Daniel Dai,Apache HCatalog,Committer,Hortonworks
2432,daijy,Daniel Dai,Hive,NA,Hortonworks
2609,daijy,Daniel Dai,Pig,NA,HortonWorks
1550,daijy,Daniel Dai,Apache Hive,Committer,Hortonworks
1661,daijy,Daniel Dai,Apache PIG,PMC member,HortonWorks 
323,dfs,Daniel F. Savarese,Apache Commons Net,Committer,Savarese Software Research
1313,dfs,Daniel F. Savarese,Apache Commons Net,Committer,Savarese Software Research
596,dkulp,Daniel Kulp,Apache Maven,PMC Member,ASF
1217,dkulp,Daniel Kulp,Apache Camel,Committer,Talend
2135,dkulp,Daniel Kulp,Camel,NA,Talend
2667,dkulp,Daniel Kulp,ServiceMix,NA,Talend
202,dkulp,Daniel Kulp,Apache Camel,Committer,Talend 
1688,dkulp,Daniel Kulp,Apache ServiceMix,Committer,Talend
163,dlr,Daniel Rall,Apache Velocity,PMC Member,CollabNet, Inc.
168,dlr,Daniel Rall,Apache Velocity,Committer,CollabNet, Inc.
256,dlr,Daniel Rall,Apache Commons Configuration,Committer,CollabNet, Inc.
281,dlr,Daniel Rall,Apache Commons Email,Committer,CollabNet, Inc.
287,dlr,Daniel Rall,Apache Commons FileUpload,Committer,CollabNet
307,dlr,Daniel Rall,Apache Commons Lang,Committer,CollabNet, Inc.
826,dlr,Daniel Rall,Apache Torque,Committer,CollabNet, Inc.
976,dlr,Daniel Rall,Apache Velocity Anakia,PMC Member,CollabNet, Inc.
981,dlr,Daniel Rall,Apache Velocity Anakia,Java developer,CollabNet, Inc.
986,dlr,Daniel Rall,Apache Velocity Anakia,Committer,CollabNet, Inc.
1309,dlr,Daniel Rall,Apache Commons Lang,Committer,CollabNet, Inc.
1814,dlr,Daniel Rall,Apache Torque,Java Developer,CollabNet, Inc.
2778,dlr,Daniel Rall,Velocity,NA,CollabNet
1247,dlr,Daniel Rall,Apache Commons Betwixt,Committer,CollabNet 
1254,dlr,Daniel Rall,Apache Commons Configuration,Java Developer,CollabNet, Inc. 
1262,dlr,Daniel Rall,Apache Commons Configuration,Committer,CollabNet, Inc. 
1284,dlr,Daniel Rall,Apache Commons Email,Committer,CollabNet, Inc. 
1834,dlr,Daniel Rall,Apache Velocity,PMC Member,CollabNet, Inc. 
1839,dlr,Daniel Rall,Apache Velocity,Java developer,CollabNet, Inc. 
538,danny,Danny Angus,Apache James,Committer,Student Loans Company ltd
540,danny,Danny Angus,Apache James,PMC,Student Loans Company ltd
1554,danny,Danny Angus,Apache James,Committer,Student Loans Company ltd
2643,da2643,Dapeng Sun,Sentry,NA,Intel
371,da0371,Darren Middleman,Apache Geronimo,Committer,IBM
484,daryn,Daryn Sharp,Apache Hadoop,Committer,Yahoo!
1426,daryn,Daryn Sharp,Apache Hadoop,PMC,Yahoo! 
1475,daryn,Daryn Sharp,Apache Hadoop,Committer,Yahoo! 
109,dasarath,Dasarath Weerathunga,Apache Axiom,Committer,Lanka Software Foundation
147,dasarath,Dasarath Weerathunga,Apache Axis,Committer,Purdue University, USA
1095,dasarath,Dasarath Weerathunga,Apache Axiom,Committer,Lanka Software Foundation
1134,dasarath,Dasarath Weerathunga,Apache Axis2,Committer,Purdue University, USA
2241,dims,Davanum Srinivas,Geronimo,NA,IBM
107,dims,Davanum Srinivas,Apache Axiom,Committer,IBM
690,dims,Davanum Srinivas,Apache Sandesha,Committer,WSO2
1093,dims,Davanum Srinivas,Apache Axiom,Committer,IBM
1675,dims,Davanum Srinivas,Apache Sandesha,Committer,WSO2
1329,dims,Davanum Srinivas,Apache Geronimo,Committer,IBM 
57,dims,Davanum Srinivas (Dims),Apache Aries,PMC,IBM
1036,dims,Davanum Srinivas (Dims),Apache Aries,PMC,IBM
2060,dims,Davanum Srinivas (Dims),Aries,NA,IBM
2178,dbeech,Dave Beech,Crunch,NA,Cloudera
2534,da2534,Dave Lester,Mesos,NA,Twitter
744,da0744,Dave Stanley,Apache ServiceMix,Contributor,FuseSource
2695,da2695,Dave Stanley,ServiceMix,NA,FuseSource
1731,da1731,Dave Stanley,Apache ServiceMix,Contributor,FuseSource
1888,da1888,Dave Wang,Accumulo,NA,Cloudera
421,woollard,Dave Woollard,Apache Gora,Committer,NASA JPL
1379,woollard,Dave Woollard,Apache Gora,Committer,NASA JPL
1393,woollard,Dave Woollard,Apache Gora,PMC,NASA JPL
2296,woollard,Dave Woollard,Gora,NA,NASA JPL
809,dralves,David Alves,Apache Whirr,Committer,CISUC/Univ. Coimbra
1845,dralves,David Alves,Apache Whirr,committer,CISUC/Univ. Coimbra
1873,da1873,David Bau,Apache XMLBeans,Committer,about me
339,da0339,David Blevins,Apache Geronimo,PMC,IBM
383,da0383,David Blevins,Apache Geronimo,Committer,IBM
2242,da2242,David Blevins,Geronimo,NA,IBM
703,dblevins,David Blevins,Apache ServiceMix,Committer,IBM
2668,dblevins,David Blevins,ServiceMix,NA,IBM
1330,da1330,David Blevins,Apache Geronimo,Committer,IBM 
1689,dblevins,David Blevins,Apache ServiceMix,Committer,IBM 
55,da0055,David Bosschaert,Apache Aries,PMC,Red Hat
1034,da1034,David Bosschaert,Apache Aries,PMC,Red Hat
2058,da2058,David Bosschaert,Aries,NA,Adobe
2770,da2770,David Chen,Tajo,NA,Google
627,da0627,David Ezzio,Apache OpenJPA,PMC,Oracle Corporation
637,da0627,David Ezzio,Apache OpenJPA,Committer,Oracle Corporation
2582,da2582,David Ezzio,OpenJPA,NA,Oracle
1636,da1636,David Ezzio,Apache OpenJPA,Committer,Oracle Corporation 
1653,da1636,David Ezzio,Apache OpenJPA,PMC,Oracle Corporation
124,davidillsley,David Illsley,Apache Axis,Committer,IBM
1111,davidillsley,David Illsley,Apache Axis2,Committer,IBM
56,djencks,David Jencks,Apache Aries,PMC,IBM
340,djencks,David Jencks,Apache Geronimo,PMC,IBM
384,djencks,David Jencks,Apache Geronimo,Committer,IBM
1035,djencks,David Jencks,Apache Aries,PMC,IBM
2059,djencks,David Jencks,Aries,NA,IBM
2243,djencks,David Jencks,Geronimo,NA,IBM
704,djencks,David Jencks,Apache ServiceMix,Committer,IBM
728,djencks,David Jencks,Apache ServiceMix,PMC,IBM
921,djencks,David Jencks,Apache ActiveMQ,Committer,IBM
1148,djencks,David Jencks,Apache BVal,PMC,IBM
1216,djencks,David Jencks,Apache Camel,Committer,IBM
1912,djencks,David Jencks,ActiveMQ,NA,IBM
2134,djencks,David Jencks,Camel,NA,IBM
2500,djencks,David Jencks,Karaf,NA,IBM
2669,djencks,David Jencks,ServiceMix,NA,IBM
16,djencks,David Jencks,ActiveMQ,Committer,IBM
171,djencks,David Jencks,Apache Bean Validation,PMC,IBM 
182,djencks,David Jencks,Apache Bean Validation,Committer,IBM 
201,djencks,David Jencks,Apache Camel,Committer,IBM 
575,djencks,David Jencks,Apache Karaf,Committer,IBM
588,djencks,David Jencks,Apache Karaf,PMC,IBM
1593,djencks,David Jencks,Apache Karaf,NA,IBM
1690,djencks,David Jencks,Apache ServiceMix,Committer,IBM 
1715,djencks,David Jencks,Apache ServiceMix,PMC,IBM 
1331,djencks,David Jencks,Apache Geronimo,Committer,IBM 
567,uncled,David Nuescheler,Apache Jackrabbit,Committer,Adobe
2493,uncled,David Nuescheler,Jackrabbit,NA,Adobe
1583,uncled,David Nuescheler,Apache Jackrabbit,Committer,Adobe
1950,dmreagan,David Reagan,Airavata,NA,Indiana University
2177,davw,David Whiting,Crunch,NA,Independent
638,da0638,David Wisneski,Apache OpenJPA,Committer,IBM Corporation
2583,da2583,David Wisneski,OpenJPA,NA,IBM
1637,da1637,David Wisneski,Apache OpenJPA,Committer,IBM Corporation 
2467,davide,Davide Giannella,Jackrabbit,NA,Adobe
1164,de1164,Dean Jackson,Apache Batik,Committer,CSIRO Australia
99,deepal,Deepal Jayasinghe,Apache Axiom,Committer,WSO2
125,deepal,Deepal Jayasinghe,Apache Axis,Committer,Georgia Institute of Technolog
776,deepal,Deepal Jayasinghe,Apache Synapse,Committer,WSO2
1085,deepal,Deepal Jayasinghe,Apache Axiom,Committer,WSO2
1112,deepal,Deepal Jayasinghe,Apache Axis2,Committer,Georgia Institute of Technolog
1771,deepal,Deepal Jayasinghe,Apache Synapse,Committer,WSO2
2734,deepal,Deepal Jayasinghe,Synapse,NA,WSO2
918,dejanb,Dejan Bosanac,Apache ActiveMQ,Committer,Fuse Source
1910,dejanb,Dejan Bosanac,ActiveMQ,NA,Red Hat
13,dejanb,Dejan Bosanac,ActiveMQ,Committer,Fuse Source
910,de0910,Denis Signoretto,Apache Syncope,Contributor,Intesys
2762,de0911,Denis Signoretto,Syncope,NA,Intesys
1799,de0912,Denis Signoretto,Apache Syncope,Contributor,Intesys 
36,dennisbyrne,Dennis Byrne,ActiveMQ,Contributor,Thoughtworks
1194,dennisbyrne,Dennis Byrne,Apache Camel,Contributor,Thoughtworks
1933,dennisbyrne,Dennis Byrne,ActiveMQ,NA,Thoughtworks
2158,dennisbyrne,Dennis Byrne,Camel,NA,Thoughtworks
2556,dennisbyrne,Dennis Byrne,MyFaces,NA,ThoughtWorks
1623,dennisbyrne,Dennis Byrne,Apache MyFaces,PMC Emeritus,ThoughtWorks
223,dennisbyrne,Dennis Byrne,Apache Camel,Contributor,Thoughtworks 
17,dcook,Dennis Cook,ActiveMQ,Committer,BeVocal
922,dcook,Dennis Cook,Apache ActiveMQ,Committer,BeVocal
1913,dcook,Dennis Cook,ActiveMQ,NA,BeVocal
317,dennisl,Dennis Lundberg,Apache Commons Logging,Committer,Apache Software Foundation
595,dennisl,Dennis Lundberg,Apache Maven,PMC Member,ASF
1021,dennisl,Dennis Lundberg,Apache Archiva,Committer,ASF
1008,de1008,Dennis Patrone,Apache Accumulo,Contributor,The Johns Hopkins University
2637,de2637,Dennis Reedy,River,NA,Asarian Technologies LLC
1672,de1672,Dennis Reedy,Apache River,Committer,Asarian Technologies LLC
142,dsosnoski,Dennis Sosnoski,Apache Axis,Committer,Sosnoski Software
1129,dsosnoski,Dennis Sosnoski,Apache Axis2,Committer,Sosnoski Software
446,ddas,Devaraj Das,Apache Hadoop,PMC,Hortonworks
485,ddas,Devaraj Das,Apache Hadoop,Committer,Hortonworks
846,ddas,Devaraj Das,Apache Ambari,Committer,Hortonworks
847,ddas,Devaraj Das,Apache Ambari,PMC,Hortonworks
871,ddas,Devaraj Das,Apache HCatalog,Committer,Hortonworks
874,ddas,Devaraj Das,Apache HCatalog,PPMC,Hortonworks
947,ddas,Devaraj Das,Apache Ambari,PMC,Hortonworks
1977,ddas,Devaraj Das,Ambari,NA,Hortonworks
2314,ddas,Devaraj Das,Hadoop,NA,Hortonworks
2380,ddas,Devaraj Das,HBase,NA,Hortonworks
2511,ddas,Devaraj Das,Knox,NA,Hortonworks
2574,ddas,Devaraj Das,Oozie,NA,Hortonworks
2600,ddas,Devaraj Das,Phoenix,NA,Hortonworks
1399,ddas,Devaraj Das,Apache HBase,Committer,Hortonworks 
1427,ddas,Devaraj Das,Apache Hadoop,PMC,Hortonworks 
1476,ddas,Devaraj Das,Apache Hadoop,Committer,Hortonworks 
2315,devaraj,Devaraj K,Hadoop,NA,Intel
110,dh0110,Dharshana Dias,Apache Axiom,Contributor,Lanka Software Foundation / Un
152,dh0111,Dharshana Dias,Apache Axis,Contributor,Lanka Software Foundation / Un
1097,dh0112,Dharshana Dias,Apache Axiom,Contributor,Lanka Software Foundation / Un
1139,dh0113,Dharshana Dias,Apache Axis2,Contributor,Lanka Software Foundation / Un
447,dhruba,Dhruba Borthakur,Apache Hadoop,PMC,Facebook
486,dhruba,Dhruba Borthakur,Apache Hadoop,Committer,Facebook
526,dhruba,Dhruba Borthakur,Apache Hive,Committer,Facebook
2316,dhruba,Dhruba Borthakur,Hadoop,NA,Facebook
1428,dhruba,Dhruba Borthakur,Apache Hadoop,PMC,Facebook 
1477,dhruba,Dhruba Borthakur,Apache Hadoop,Committer,Facebook 
2630,dhruv,Dhruv Mahajan,REEF,NA,Microsoft
1978,dili,Di Li,Ambari,NA,IBM
2717,dianfu,Dian Fu,Sqoop,NA,Intel
639,di0639,Dianne Richards,Apache OpenJPA,Committer,IBM Corporation
2584,di0640,Dianne Richards,OpenJPA,NA,IBM
1638,di0641,Dianne Richards,Apache OpenJPA,Committer,IBM Corporation 
58,di0058,Dimo Stoilov,Apache Aries,PMC,SAP
1037,di0059,Dimo Stoilov,Apache Aries,PMC,SAP
2061,di0060,Dimo Stoilov,Aries,NA,SAP
903,anzelld,Dino Anzellotti,Apache Syncope,Committer,Everett Italia
1793,anzelld,Dino Anzellotti,Apache Syncope,committer,Everett Italia 
303,dion,dIon Gillard,Apache Commons Jelly,Committer,Multitask Consulting
259,dion,dIon Gillard,Apache Commons Configuration,Committer,Multitask Consulting
277,dion,dIon Gillard,Apache Commons Email,Committer,Apache Software Foundation
285,dion,dIon Gillard,Apache Commons FileUpload,Committer,Multitask Consulting
290,dion,dIon Gillard,Apache Commons HTTP Client,Committer,Multitask Consulting
294,dion,dIon Gillard,Apache Commons JEXL,Committer,Apache Software Foundation
1295,dion,dIon Gillard,Apache Commons JEXL,Committer,Apache Software Foundation
1305,dion,dIon Gillard,Apache Commons Jelly,Committer,Multitask Consulting
1246,dion,dIon Gillard,Apache Commons Betwixt,Committer,Multitask Consulting 
1257,dion,dIon Gillard,Apache Commons Configuration,Java Developer,Multitask Consulting 
1265,dion,dIon Gillard,Apache Commons Configuration,Committer,Multitask Consulting 
1290,dion,dIon Gillard,Apache Commons HTTP Client,Committer,Multitask Consulting 
1976,dbhowmick,Dipayan Bhowmick,Ambari,NA,Hortonworks
2186,djd,Dan Debrunner,Db,NA,IBM
2101,djencks,David Jencks,BVal,NA,IBM
2187,dlr,Daniel Rall,Db,NA,CollabNet
1608,dlyubimov,Dmitriy Lyubimov,Apache Mahout,PMC,LinkedIn profile 
657,dvryaboy,Dmitriy Ryaboy,Apache Pig,PMC member,Twitter
670,dvryaboy,Dmitriy Ryaboy,Apache Pig,Committer,Twitter
2280,dvryaboy,Dmitriy Ryaboy,Giraph,NA,Twitter
2610,dvryaboy,Dmitriy Ryaboy,Pig,NA,Twitter
1662,dvryaboy,Dmitriy Ryaboy,Apache PIG,PMC member,Twitter 
948,dmitriusan,Dmitry Lysnichenko,Apache Ambari,PMC,Hortonworks
1979,dmitriusan,Dmitry Lysnichenko,Ambari,NA,Hortonworks
949,dsen,Dmitry Sen,Apache Ambari,PMC,Hortonworks
1980,dsen,Dmitry Sen,Ambari,NA,Hortonworks
505,molkov,Dmytro Molkov,Apache Hadoop,Committer,Facebook
2341,molkov,Dmytro Molkov,Hadoop,NA,Facebook
1499,molkov,Dmytro Molkov,Apache Hadoop,Committer,Facebook 
159,do0159,Dobri Kitipov,Apache Axis,Contributor,Software AG
1146,do1146,Dobri Kitipov,Apache Axis2,Contributor,Software AG
413,dogacan,Dogacan Guney,Apache Gora,Committer,Konneka
1369,dogacan,Dogacan Guney,Apache Gora,Committer,Google
1383,dogacan,Dogacan Guney,Apache Gora,PMC,Google
2468,dj,Dominique Jartt,Jackrabbit,NA,Adobe
548,dpfister,Dominique Pfister,Apache Jackrabbit,Committer,Adobe
2469,dpfister,Dominique Pfister,Jackrabbit,NA,Adobe
1563,dpfister,Dominique Pfister,Apache Jackrabbit,Committer,Adobe
628,dwoods,Donald Woods,Apache OpenJPA,PMC,Oracle Corporation
640,dwoods,Donald Woods,Apache OpenJPA,Committer,Oracle Corporation
